SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004873244.1,ENSRNOP00000024113,82.83,82.27,0.092,0.7854,0.11707
XP_004849991.1,ENSRNOP00000012365,85.51,83.21,0.0818,0.6988,0.11705
XP_004835701.1,ENSRNOP00000003721,87.99,83.55,0.0874,0.7465,0.11702
XP_004860257.1,ENSRNOP00000063410,91.06,88.52,0.0473,0.404,0.117
XP_004852450.1,ENSRNOP00000017034,88.44,85.26,0.0622,0.5317,0.1169
XP_004847379.1,ENSRNOP00000062052,76.16,78.59,0.1403,1.2005,0.11686
XP_004869125.1,ENSRNOP00000048447,89.5,87.48,0.0545,0.466,0.11686
XP_004853014.1,ENSRNOP00000065064,86.01,84.94,0.0719,0.6157,0.11685
XP_004834151.1,ENSRNOP00000022092,88.44,85.79,0.0615,0.5268,0.11677
XP_004866712.1,ENSRNOP00000023489,81.41,78.39,0.1185,1.0151,0.1167
XP_004844503.1,ENSRNOP00000057262,91.2,89.87,0.0425,0.3641,0.11668
XP_004838368.1,ENSRNOP00000055409,89.18,85.97,0.0594,0.509,0.11663
XP_004874667.1,ENSRNOP00000056503,88.89,87.89,0.0555,0.4757,0.11663
XP_004849836.1,ENSRNOP00000003017,88.16,86.34,0.0628,0.5384,0.11662
XP_004852467.1,ENSRNOP00000028379,88.1,85.56,0.0641,0.5498,0.1166
XP_004837045.1,ENSRNOP00000041773,80.31,79.29,0.1198,1.0272,0.11659
XP_004872972.1,ENSRNOP00000024719,91.83,88.56,0.0434,0.3726,0.11657
XP_004870103.1,ENSRNOP00000063607,88.11,84.14,0.0722,0.6198,0.11653
XP_004873323.1,ENSRNOP00000064974,63.54,69.26,0.2566,2.2017,0.11653
XP_004854578.1,ENSRNOP00000025228,90.49,88.06,0.0494,0.4242,0.11652
XP_004863774.1,ENSRNOP00000039445,84.03,84.36,0.0827,0.7099,0.11651
XP_004844580.1,ENSRNOP00000025294,91.55,89.04,0.0442,0.3795,0.11646
XP_004850919.1,ENSRNOP00000034741,82.57,81.95,0.0971,0.8346,0.11639
XP_004874554.1,ENSRNOP00000042710,93.51,90.66,0.0353,0.3029,0.11639
XP_004837160.1,ENSRNOP00000005881,88.59,86.24,0.0605,0.5197,0.11632
XP_004856569.1,ENSRNOP00000010573,87.03,84.2,0.0711,0.6115,0.1163
XP_004835079.1,ENSRNOP00000046666,79.51,78.89,0.1212,1.0424,0.11623
XP_004856769.1,ENSRNOP00000019933,86.02,82.8,0.0848,0.73,0.11621
XP_004839688.1,ENSRNOP00000008655,88.26,85.38,0.0651,0.5599,0.1162
XP_004850086.1,ENSRNOP00000048924,90.62,87.49,0.0501,0.4307,0.1162
XP_004856832.1,ENSRNOP00000036065,91.08,87.91,0.0487,0.4188,0.11618
XP_004856960.1,ENSRNOP00000017688,85.54,82.54,0.0846,0.7286,0.1161
XP_004862265.1,ENSRNOP00000005845,89.43,87.53,0.0546,0.4707,0.11606
XP_004859890.1,ENSRNOP00000051302,80.22,79.86,0.1221,1.0517,0.11605
XP_004854837.1,ENSRNOP00000001205,87.46,84.82,0.0676,0.5832,0.11599
XP_004866845.1,ENSRNOP00000038370,86.35,83.15,0.0808,0.6962,0.11599
XP_004835557.1,ENSRNOP00000014821,84.42,80.52,0.1071,0.9234,0.11598
XP_004867483.1,ENSRNOP00000004834,74.5,76.85,0.1501,1.2946,0.11596
XP_004864878.1,ENSRNOP00000057921,83.99,83.8,0.0897,0.7736,0.11591
XP_004835915.1,ENSRNOP00000007356,87.71,86.78,0.0602,0.5196,0.11589
XP_004847647.1,ENSRNOP00000048390,83.37,80.49,0.0997,0.8606,0.11586
XP_004871871.1,ENSRNOP00000011586,86.84,85.26,0.0699,0.6034,0.11586
XP_004850834.1,ENSRNOP00000014479,95.78,91.68,0.0333,0.2872,0.11582
XP_004850110.1,ENSRNOP00000004854,94.4,92.81,0.0269,0.2321,0.11581
XP_004858174.1,ENSRNOP00000024214,91.67,89,0.0431,0.3723,0.11579
XP_004863194.1,ENSRNOP00000009199,85.16,82.79,0.0787,0.68,0.11579
XP_004845652.1,ENSRNOP00000044360,83.75,83.61,0.0846,0.7308,0.11576
XP_004846366.1,ENSRNOP00000062321,93.16,88.53,0.0516,0.4457,0.11573
XP_004838237.1,ENSRNOP00000034281,42.69,54.39,0.4784,4.1346,0.11571
XP_004846105.1,ENSRNOP00000015131,88.2,85.11,0.0633,0.5478,0.11562
XP_004846722.1,ENSRNOP00000000642,88.45,84.33,0.0817,0.7067,0.11562
XP_004836025.1,ENSRNOP00000057770,81.7,80.39,0.121,1.0469,0.1156
XP_004836766.1,ENSRNOP00000041481,86.71,85.69,0.0738,0.6385,0.1156
XP_004872982.1,ENSRNOP00000023416,89.36,86.47,0.0561,0.4858,0.11557
XP_004866482.1,ENSRNOP00000026378,88.99,86.43,0.059,0.5108,0.11555
XP_004854469.1,ENSRNOP00000060534,86.05,84.66,0.0753,0.6518,0.11549
XP_004843692.1,ENSRNOP00000030705,79.5,77.27,0.1255,1.0871,0.11546
XP_004868737.1,ENSRNOP00000006984,88.76,85.69,0.0634,0.5488,0.11545
XP_004863736.1,ENSRNOP00000065431,83.55,81.29,0.0906,0.7853,0.11542
XP_004836446.1,ENSRNOP00000048081,88.86,85.08,0.0685,0.5935,0.11541
XP_004845365.1,ENSRNOP00000051363,81.2,80.06,0.1163,1.008,0.11541
XP_004850630.1,ENSRNOP00000012853,87.69,85.54,0.065,0.5629,0.11541
XP_004841485.1,ENSRNOP00000014106,85.29,82.47,0.0834,0.7226,0.1154
XP_004838715.1,ENSRNOP00000018221,84.34,82.41,0.0872,0.7555,0.11539
XP_004855332.1,ENSRNOP00000031728,83.18,81.93,0.0942,0.8169,0.11537
XP_004860180.1,ENSRNOP00000032126,75.42,80.23,0.1258,1.0905,0.11537
XP_004843514.1,ENSRNOP00000005646,87.43,83.71,0.0737,0.6392,0.11531
XP_004862121.1,ENSRNOP00000008055,84.02,83.86,0.0856,0.7422,0.11531
XP_004866744.1,ENSRNOP00000031331,84.13,82.63,0.0863,0.7486,0.1153
XP_004844091.1,ENSRNOP00000053494,83.87,82.34,0.0962,0.8346,0.11528
XP_004838799.1,ENSRNOP00000024655,87.63,84.63,0.0676,0.5868,0.11527
XP_004856475.1,ENSRNOP00000003593,83.39,80.4,0.0966,0.8376,0.11527
XP_004861525.1,ENSRNOP00000047621,90.43,87.68,0.0498,0.432,0.11527
XP_004864454.1,ENSRNOP00000025656,85.51,83.79,0.0796,0.6909,0.11527
XP_004847162.1,ENSRNOP00000001016,78.29,78.98,0.1219,1.0575,0.11526
XP_004852706.1,ENSRNOP00000021530,90.92,87.85,0.0492,0.4271,0.11526
XP_004867313.1,ENSRNOP00000004764,89.05,86.95,0.0555,0.4818,0.11526
XP_004863803.1,ENSRNOP00000064502,79.49,79.32,0.1134,0.9837,0.11523
XP_004864757.1,ENSRNOP00000004936,88.78,85.1,0.0633,0.5496,0.11522
XP_004870659.1,ENSRNOP00000062146,95.64,90.55,0.0351,0.3047,0.1152
XP_004859660.1,ENSRNOP00000011416,83.84,83.05,0.0836,0.7255,0.11519
XP_004854759.1,ENSRNOP00000047468,85.77,81.68,0.0903,0.784,0.11517
XP_004862129.1,ENSRNOP00000067252,78.42,81.22,0.1104,0.9589,0.11513
XP_004857241.1,ENSRNOP00000053254,90.42,86.98,0.0539,0.4684,0.1151
XP_004860226.1,ENSRNOP00000029306,84.85,82.22,0.0834,0.725,0.1151
XP_004840980.1,ENSRNOP00000008959,83.86,81.33,0.0924,0.8028,0.11509
XP_004866849.1,ENSRNOP00000025949,78.57,79.3,0.1287,1.1186,0.11508
XP_004844767.1,ENSRNOP00000015296,90.55,87.89,0.0505,0.4391,0.11506
XP_004835729.1,ENSRNOP00000042736,90.05,87.76,0.0528,0.459,0.11504
XP_004841732.1,ENSRNOP00000021804,80.63,82.13,0.1166,1.0143,0.11495
XP_004859910.1,ENSRNOP00000018804,77.07,78.49,0.1337,1.1636,0.11494
XP_004866945.1,ENSRNOP00000043218,80.78,80.55,0.1066,0.9274,0.11494
XP_004853232.1,ENSRNOP00000042658,87.58,83.77,0.0785,0.683,0.11488
XP_004871920.1,ENSRNOP00000032589,91.04,87.37,0.0497,0.4325,0.11488
XP_004834253.1,ENSRNOP00000038175,90.15,87.46,0.056,0.4875,0.11486
XP_004859869.1,ENSRNOP00000013743,87.53,87.09,0.0625,0.5439,0.11484
XP_004847538.1,ENSRNOP00000000064,84.42,81.65,0.0896,0.7802,0.11478
XP_004863810.1,ENSRNOP00000034972,79.19,78.65,0.1211,1.0557,0.11475
XP_004869195.1,ENSRNOP00000019190,86.63,84.4,0.0706,0.6156,0.11472
XP_004875094.1,ENSRNOP00000040541,84.88,81.57,0.088,0.7674,0.11472
XP_004846507.1,ENSRNOP00000026988,82.99,80.84,0.1028,0.8964,0.11471
XP_004855234.1,ENSRNOP00000005438,85.9,82.46,0.0813,0.7086,0.11471
XP_004854155.1,ENSRNOP00000028298,89.61,86.08,0.0585,0.5099,0.11467
XP_004845939.1,ENSRNOP00000052698,26.18,44.33,0.9154,7.9845,0.11464
XP_004852488.1,ENSRNOP00000028509,75.56,77.25,0.1493,1.3026,0.11463
XP_004856937.1,ENSRNOP00000026564,87.91,84.49,0.0662,0.5777,0.11462
XP_004872481.1,ENSRNOP00000003941,83.86,81.21,0.0951,0.8295,0.11462
XP_004865263.1,ENSRNOP00000004206,89.76,85.56,0.0596,0.5196,0.11461
XP_004864513.1,ENSRNOP00000010763,91.44,86.7,0.0526,0.4588,0.11459
XP_004855342.1,ENSRNOP00000025675,85.41,80.06,0.1011,0.8823,0.11458
XP_004844006.1,ENSRNOP00000001403,76.14,79.86,0.1399,1.2217,0.11451
XP_004848009.1,ENSRNOP00000020700,85.07,83.71,0.0876,0.7654,0.11448
XP_004856206.1,ENSRNOP00000023080,78.64,76.5,0.1406,1.2286,0.11447
XP_004869285.1,ENSRNOP00000015420,87.98,84.67,0.0688,0.601,0.11446
XP_004857326.1,ENSRNOP00000010358,85.31,84.32,0.0764,0.6679,0.11444
XP_004845037.1,ENSRNOP00000006234,88.57,84.38,0.0673,0.5884,0.11435
XP_004869197.1,ENSRNOP00000018367,91.67,88.16,0.0471,0.4117,0.11435
XP_004837070.1,ENSRNOP00000005953,73.62,77.51,0.1505,1.3168,0.11428
XP_004844231.1,ENSRNOP00000062773,90.23,88.07,0.0503,0.4406,0.11426
XP_004861858.1,ENSRNOP00000024022,89.27,85.83,0.0647,0.5661,0.11425
XP_004874903.1,ENSRNOP00000009775,73.43,75.8,0.164,1.4358,0.11425
XP_004862174.1,ENSRNOP00000004810,88.12,85.46,0.0662,0.5797,0.11423
XP_004857542.1,ENSRNOP00000008787,87.86,85.71,0.0613,0.5368,0.11422
XP_004869296.1,ENSRNOP00000013913,87.63,86.92,0.0619,0.5416,0.11422
XP_004839526.1,ENSRNOP00000022802,89.16,86.46,0.0584,0.5116,0.11421
XP_004860439.1,ENSRNOP00000058703,89.8,87.21,0.0519,0.4543,0.1142
XP_004859914.1,ENSRNOP00000036373,73.38,72.32,0.1998,1.7501,0.11419
XP_004848596.1,ENSRNOP00000016353,87.66,84.77,0.0684,0.5992,0.11417
XP_004858899.1,ENSRNOP00000041379,85.66,82.52,0.0853,0.7473,0.11417
XP_004842842.1,ENSRNOP00000047730,80.52,82.68,0.102,0.8938,0.11416
XP_004864034.1,ENSRNOP00000042931,41.3,51.81,0.5714,5.0052,0.11416
XP_004860799.1,ENSRNOP00000066237,89.73,85.87,0.0628,0.5503,0.1141
XP_004854933.1,ENSRNOP00000012093,85.9,83.23,0.0817,0.716,0.11409
XP_004844877.1,ENSRNOP00000011572,85.17,79.27,0.1033,0.9057,0.11404
XP_004852126.1,ENSRNOP00000015775,91.48,87.97,0.0482,0.4223,0.11404
XP_004841871.1,ENSRNOP00000067649,91.81,88.16,0.0463,0.4062,0.11403
XP_004855834.1,ENSRNOP00000000029,86.63,83.43,0.0761,0.6674,0.11403
XP_004859376.1,ENSRNOP00000027217,85.75,83.3,0.0782,0.6855,0.11403
XP_004865821.1,ENSRNOP00000008882,59.13,64.32,0.3446,3.0222,0.11403
XP_004834676.1,ENSRNOP00000013858,86.81,84.49,0.0684,0.5999,0.11399
XP_004835538.1,ENSRNOP00000023350,82.35,80.49,0.1004,0.8811,0.11398
XP_004868824.1,ENSRNOP00000029953,86.91,83.67,0.0769,0.6743,0.11397
XP_004853309.1,ENSRNOP00000025164,73.21,74.4,0.1668,1.4643,0.11393
XP_004851096.1,ENSRNOP00000019080,88.64,86.81,0.0601,0.5272,0.11392
XP_004834186.1,ENSRNOP00000031045,88.18,86.97,0.0573,0.5027,0.11391
XP_004854110.1,ENSRNOP00000028699,89.74,88.42,0.0512,0.4495,0.11388
XP_004853370.1,ENSRNOP00000061977,83.03,80.25,0.0988,0.868,0.11386
XP_004867647.1,ENSRNOP00000052470,86.29,84.95,0.0707,0.6207,0.11384
XP_004865613.1,ENSRNOP00000013496,74.45,77.25,0.1496,1.3146,0.11383
XP_004861596.1,ENSRNOP00000010381,89.13,85.69,0.0609,0.5353,0.11382
XP_004839472.1,ENSRNOP00000058404,87.09,85.21,0.0657,0.5773,0.11381
XP_004853167.1,ENSRNOP00000021061,86.13,85.74,0.0717,0.6298,0.11379
XP_004834178.1,ENSRNOP00000031055,87.05,84.92,0.0707,0.6212,0.11378
XP_004848378.1,ENSRNOP00000011663,80.58,79.61,0.1173,1.0308,0.11378
XP_004847577.1,ENSRNOP00000047799,87.87,84.66,0.0711,0.6253,0.11377
XP_004866243.1,ENSRNOP00000010027,84.71,82.35,0.0839,0.7374,0.11376
XP_004858377.1,ENSRNOP00000015771,86.19,84.45,0.0716,0.6294,0.11375
XP_004843208.1,ENSRNOP00000032646,81.61,82.91,0.1009,0.8869,0.11373
XP_004862966.1,ENSRNOP00000010660,76.81,80.23,0.1296,1.1402,0.11363
XP_004842675.1,ENSRNOP00000048508,88.31,86.05,0.0645,0.5677,0.11362
XP_004856919.1,ENSRNOP00000025616,73.89,75.19,0.146,1.2855,0.11357
XP_004868412.1,ENSRNOP00000060286,80.04,78.49,0.1157,1.0185,0.11356
XP_004859850.1,ENSRNOP00000003179,88.7,86.81,0.059,0.5199,0.11347
XP_004843003.1,ENSRNOP00000063394,87.32,84.26,0.0718,0.6327,0.11344
XP_004857844.1,ENSRNOP00000036260,89.29,84.23,0.074,0.6522,0.11342
XP_004851021.1,ENSRNOP00000034112,89.18,85.84,0.0606,0.5344,0.11341
XP_004866500.1,ENSRNOP00000049314,84.06,83.44,0.093,0.8201,0.11341
XP_004850022.1,ENSRNOP00000007002,85.01,82.29,0.0873,0.7698,0.11339
XP_004870955.1,ENSRNOP00000010607,88.71,85.75,0.0591,0.5212,0.11338
XP_004871724.1,ENSRNOP00000059651,78,76.9,0.1342,1.1833,0.11338
XP_004835985.1,ENSRNOP00000043749,87.31,82.8,0.0802,0.7079,0.11334
XP_004861372.1,ENSRNOP00000036341,90.52,88.63,0.046,0.4057,0.11333
XP_004839652.1,ENSRNOP00000006752,92.65,87.58,0.0475,0.4192,0.11332
XP_004843494.1,ENSRNOP00000006827,87.8,84.53,0.0736,0.6492,0.11332
XP_004863304.1,ENSRNOP00000049901,90.07,86.4,0.0578,0.5103,0.11331
XP_004855035.1,ENSRNOP00000047984,91,88.18,0.0473,0.4176,0.11329
XP_004868757.1,ENSRNOP00000061635,90.85,86.62,0.0548,0.4833,0.11329
XP_004861220.1,ENSRNOP00000067218,88.16,86.08,0.0636,0.5616,0.11326
XP_004845472.1,ENSRNOP00000017420,80,80.78,0.1143,1.0094,0.11325
XP_004850967.1,ENSRNOP00000033893,81.13,81.89,0.1098,0.9702,0.11319
XP_004851465.1,ENSRNOP00000013362,91.44,88.96,0.0444,0.3924,0.11315
XP_004855787.1,ENSRNOP00000017918,87.68,84.89,0.0651,0.5753,0.11315
XP_004859487.1,ENSRNOP00000014414,82.37,82.03,0.0945,0.8354,0.11313
XP_004839932.1,ENSRNOP00000006852,82.5,80.83,0.0984,0.8696,0.1131
XP_004857011.1,ENSRNOP00000031623,78.54,75.49,0.1666,1.4735,0.11309
XP_004867509.1,ENSRNOP00000004780,84.18,84.69,0.0809,0.7154,0.11305
XP_004862124.1,ENSRNOP00000030127,78.57,80.16,0.1269,1.1224,0.11303
XP_004858122.1,ENSRNOP00000012675,88.16,85.96,0.0638,0.5643,0.11301
XP_004851368.1,ENSRNOP00000018378,81.88,79.75,0.1111,0.9834,0.11295
XP_004866199.1,ENSRNOP00000008703,89.22,86.58,0.0572,0.5068,0.11294
XP_004852804.1,ENSRNOP00000030006,83.19,81.51,0.0984,0.8715,0.11291
XP_004872598.1,ENSRNOP00000007775,72.66,74.82,0.1667,1.4765,0.11291
XP_004852082.1,ENSRNOP00000006148,88.87,85.79,0.0621,0.5502,0.11289
XP_004838375.1,ENSRNOP00000016130,87.64,87.07,0.067,0.5939,0.11287
XP_004857756.1,ENSRNOP00000025158,89.75,86.21,0.0571,0.5063,0.11287
XP_004842317.1,ENSRNOP00000002138,85.78,81.93,0.0891,0.7899,0.11286
XP_004873736.1,ENSRNOP00000019624,83.52,82.77,0.0942,0.8348,0.11284
XP_004861363.1,ENSRNOP00000004895,94.51,91.76,0.03,0.2662,0.11283
XP_004843414.1,ENSRNOP00000064741,80.8,82.13,0.1014,0.8987,0.1128
XP_004849973.1,ENSRNOP00000045965,70.4,72.4,0.1789,1.5859,0.11279
XP_004843077.1,ENSRNOP00000043456,90.72,87.63,0.0483,0.4281,0.11277
XP_004865556.1,ENSRNOP00000057815,78.17,78.64,0.1291,1.145,0.11274
XP_004842297.1,ENSRNOP00000002187,86.18,83.23,0.0766,0.6793,0.1127
XP_004872831.1,ENSRNOP00000021522,88.57,86.64,0.0612,0.5429,0.11269
XP_004852431.1,ENSRNOP00000064984,87.35,86.55,0.0683,0.6062,0.11265
XP_004854731.1,ENSRNOP00000025357,83.62,82.85,0.09,0.7992,0.11265
XP_004861389.1,ENSRNOP00000065932,92.05,90.95,0.0388,0.3443,0.11263
XP_004873674.1,ENSRNOP00000059945,90.31,88.49,0.0499,0.4433,0.11262
XP_004871163.1,ENSRNOP00000029718,71.49,75.55,0.1723,1.5299,0.1126
XP_004870340.1,ENSRNOP00000048645,82.18,78.86,0.1063,0.9444,0.11256
XP_004848074.1,ENSRNOP00000002843,97.64,96.06,0.0136,0.121,0.11247
XP_004855465.1,ENSRNOP00000014268,90.84,87.89,0.0498,0.4434,0.11242
XP_004871263.1,ENSRNOP00000026396,82.64,82.05,0.0947,0.8428,0.11241
XP_004861947.1,ENSRNOP00000024099,90.34,86.25,0.0642,0.571,0.1124
XP_004867725.1,ENSRNOP00000015239,87.02,85.64,0.0694,0.6171,0.11238
XP_004867772.1,ENSRNOP00000063571,84.43,82.79,0.0935,0.8326,0.11229
XP_004838426.1,ENSRNOP00000036086,91.11,88.15,0.0485,0.4317,0.11228
XP_004865254.1,ENSRNOP00000044416,94.32,90.44,0.0342,0.3046,0.11226
XP_004874598.1,ENSRNOP00000027198,81.01,79.22,0.1171,1.0431,0.11226
XP_004849623.1,ENSRNOP00000056213,87.8,85.96,0.0629,0.5607,0.11222
XP_004875143.1,ENSRNOP00000033222,86.47,82.52,0.0793,0.707,0.11218
XP_004835222.1,ENSRNOP00000013931,87.93,87.03,0.0618,0.5509,0.11214
XP_004838049.1,ENSRNOP00000010484,80.52,81.38,0.1034,0.9222,0.11211
XP_004865320.1,ENSRNOP00000009662,88.63,85.45,0.0618,0.5515,0.1121
XP_004865454.1,ENSRNOP00000009425,87.5,87.5,0.0585,0.5221,0.1121
XP_004842389.1,ENSRNOP00000045279,78.86,81.57,0.1108,0.9883,0.11209
XP_004852958.1,ENSRNOP00000062990,83.66,81.5,0.0939,0.8377,0.11209
XP_004865616.1,ENSRNOP00000045819,68.75,74.58,0.1994,1.779,0.11207
XP_004840686.1,ENSRNOP00000008713,92.27,88.71,0.0469,0.4187,0.11203
XP_004861188.1,ENSRNOP00000005829,83.97,83.57,0.0865,0.7723,0.11202
XP_004851401.1,ENSRNOP00000015851,90.63,86.98,0.0553,0.4935,0.112
XP_004847442.1,ENSRNOP00000018616,90.32,87.21,0.0521,0.4654,0.11196
XP_004834294.1,ENSRNOP00000014636,87.55,84.23,0.0679,0.6063,0.11191
XP_004850402.1,ENSRNOP00000022820,83.33,82.49,0.0905,0.8085,0.11191
XP_004868202.1,ENSRNOP00000016132,91.64,88.74,0.0451,0.4033,0.11186
XP_004843938.1,ENSRNOP00000001690,84.09,82.98,0.0858,0.7674,0.11185
XP_004867280.1,ENSRNOP00000020084,71.03,76.48,0.181,1.6187,0.11183
XP_004847002.1,ENSRNOP00000059051,79.58,77.36,0.1358,1.2142,0.11181
XP_004857760.1,ENSRNOP00000024922,87.79,81.51,0.0789,0.7057,0.1118
XP_004867556.1,ENSRNOP00000003782,87.21,86.54,0.062,0.5549,0.11176
XP_004854923.1,ENSRNOP00000014031,79.42,77.92,0.1262,1.1298,0.11171
XP_004856942.1,ENSRNOP00000021893,85.61,82.34,0.0842,0.7539,0.11171
XP_004871547.1,ENSRNOP00000018556,91.69,88.46,0.0478,0.4282,0.11171
XP_004849523.1,ENSRNOP00000025528,89.27,87.37,0.0559,0.5002,0.1117
XP_004856502.1,ENSRNOP00000057271,87.35,83.39,0.0749,0.6707,0.1117
XP_004863843.1,ENSRNOP00000017957,78.01,81.11,0.1233,1.1038,0.1117
XP_004871400.1,ENSRNOP00000028181,86.13,83.76,0.0758,0.6787,0.11166
XP_004850134.1,ENSRNOP00000013382,79.83,81.58,0.1143,1.0244,0.1116
XP_004837171.1,ENSRNOP00000016962,85.49,84.62,0.0749,0.6708,0.11159
XP_004848849.1,ENSRNOP00000017829,83.03,80.74,0.1022,0.9164,0.11157
XP_004855670.1,ENSRNOP00000045049,91.71,90.06,0.0401,0.3596,0.11156
XP_004843358.1,ENSRNOP00000002576,81.8,81.52,0.1018,0.9123,0.11155
XP_004861054.1,ENSRNOP00000066448,83,83.06,0.0962,0.8631,0.11149
XP_004870910.1,ENSRNOP00000011571,85.16,82.72,0.0806,0.7232,0.11146
XP_004857598.1,ENSRNOP00000004560,88.43,84.27,0.0706,0.6336,0.11143
XP_004864252.1,ENSRNOP00000016020,90.88,87.45,0.051,0.4581,0.11141
XP_004841100.1,ENSRNOP00000013900,88.34,86.7,0.0618,0.5549,0.11139
XP_004835301.1,ENSRNOP00000019106,88.06,84.64,0.0664,0.596,0.11137
XP_004840227.1,ENSRNOP00000066554,82.86,76.62,0.1299,1.1666,0.11136
XP_004869380.1,ENSRNOP00000008737,89.3,88.14,0.0514,0.4614,0.11134
XP_004839842.1,ENSRNOP00000060280,87.29,84.18,0.0697,0.6265,0.11121
XP_004844661.1,ENSRNOP00000016984,85.29,83.01,0.0946,0.8506,0.11119
XP_004856601.1,ENSRNOP00000036062,89.52,85.08,0.0636,0.572,0.11115
XP_004874741.1,ENSRNOP00000039655,87.5,83.81,0.0717,0.6454,0.11112
XP_004841478.1,ENSRNOP00000065527,83.63,80.96,0.094,0.8466,0.11106
XP_004847354.1,ENSRNOP00000007154,74.66,76.55,0.1635,1.472,0.11105
XP_004855426.1,ENSRNOP00000020606,86.27,84.39,0.0735,0.662,0.11104
XP_004835635.1,ENSRNOP00000032600,89.91,85.82,0.0614,0.5532,0.11099
XP_004855048.1,ENSRNOP00000017736,88.52,86.7,0.0602,0.5424,0.11099
XP_004842649.1,ENSRNOP00000036562,81.47,81.54,0.1093,0.9859,0.11088
XP_004839407.1,ENSRNOP00000050319,90.45,87.55,0.0524,0.4725,0.11087
XP_004852832.1,ENSRNOP00000020002,78.13,78.89,0.1323,1.1932,0.11084
XP_004839993.1,ENSRNOP00000017375,84.72,84.57,0.0833,0.7523,0.11076
XP_004843689.1,ENSRNOP00000034698,88.2,84.98,0.065,0.5869,0.11068
XP_004866696.1,ENSRNOP00000055736,81.45,80.1,0.1101,0.9952,0.11068
XP_004860048.1,ENSRNOP00000008888,82.61,81.41,0.0981,0.8869,0.11067
XP_004864667.1,ENSRNOP00000032812,87.64,84.1,0.0713,0.6446,0.11065
XP_004863778.1,ENSRNOP00000014035,70.51,72.65,0.1965,1.7758,0.11064
XP_004862908.1,ENSRNOP00000049050,89.66,87.94,0.0502,0.4533,0.11063
XP_004835948.1,ENSRNOP00000053279,88.58,86.1,0.061,0.5519,0.11062
XP_004842555.1,ENSRNOP00000001597,77.12,79.31,0.1392,1.2587,0.11062
XP_004874852.1,ENSRNOP00000060345,88.18,84.03,0.072,0.6512,0.11058
XP_004856771.1,ENSRNOP00000020573,91.43,88.16,0.0455,0.412,0.11055
XP_004875133.1,ENSRNOP00000066864,89.5,85.99,0.0553,0.5003,0.11053
XP_004843212.1,ENSRNOP00000020921,78.17,80.83,0.1178,1.0661,0.11049
XP_004865251.1,ENSRNOP00000036628,88.17,87.36,0.0593,0.537,0.11048
XP_004836104.1,ENSRNOP00000009963,83.47,81.59,0.0948,0.8587,0.11045
XP_004850339.1,ENSRNOP00000062362,82.74,77.73,0.1218,1.1029,0.11045
XP_004859304.1,ENSRNOP00000028375,78.03,79,0.1275,1.1546,0.11043
XP_004864843.1,ENSRNOP00000005109,85.62,83.5,0.0765,0.6927,0.11038
XP_004845201.1,ENSRNOP00000016975,76.32,77.82,0.1321,1.1969,0.11037
XP_004847805.1,ENSRNOP00000021660,87.58,83.96,0.0762,0.6906,0.11037
XP_004839493.1,ENSRNOP00000007073,87.91,87.13,0.0614,0.5569,0.11034
XP_004866738.1,ENSRNOP00000030133,83.06,81.09,0.0945,0.857,0.11032
XP_004855708.1,ENSRNOP00000021372,97.87,96.63,0.0105,0.0949,0.11024
XP_004864688.1,ENSRNOP00000021539,88.18,85.81,0.061,0.5533,0.11022
XP_004873763.1,ENSRNOP00000030283,84.44,83.41,0.0926,0.84,0.11021
XP_004836672.1,ENSRNOP00000010968,85.58,85.38,0.0714,0.6478,0.11016
XP_004868525.1,ENSRNOP00000022290,84.08,83.46,0.0848,0.7699,0.11016
XP_004856090.1,ENSRNOP00000066048,88.67,82.8,0.0734,0.6665,0.11015
XP_004868364.1,ENSRNOP00000009018,73.7,71.88,0.1767,1.6039,0.11015
XP_004862218.1,ENSRNOP00000003918,74.8,76.64,0.1813,1.6469,0.11011
XP_004866217.1,ENSRNOP00000006741,93.94,91.21,0.0314,0.2851,0.1101
XP_004857040.1,ENSRNOP00000013698,87.36,84.89,0.0699,0.6352,0.11007
XP_004868099.1,ENSRNOP00000023548,75.32,80.56,0.1491,1.3544,0.11006
XP_004921238.1,ENSRNOP00000045893,73.99,72.53,0.1851,1.6819,0.11005
XP_004847751.1,ENSRNOP00000060831,86.78,84.46,0.0699,0.6355,0.11004
XP_004861800.1,ENSRNOP00000020478,88.12,84.95,0.0689,0.6264,0.11004
XP_004857374.1,ENSRNOP00000053461,92.21,87.81,0.0455,0.4138,0.11003
XP_004848130.1,ENSRNOP00000055379,87.24,85.97,0.0644,0.5855,0.11
XP_004857459.1,ENSRNOP00000021357,91.08,87.52,0.0489,0.4445,0.11
XP_004867756.1,ENSRNOP00000003991,87.99,85.21,0.0646,0.5871,0.10999
XP_004850644.1,ENSRNOP00000045729,85.68,84.04,0.0782,0.7117,0.10995
XP_004849140.1,ENSRNOP00000063117,86.75,84.04,0.0752,0.6845,0.10993
XP_004853143.1,ENSRNOP00000016321,91.69,88.83,0.0446,0.4054,0.10993
XP_004864459.1,ENSRNOP00000026389,87.33,85.12,0.0708,0.644,0.10992
XP_004851288.1,ENSRNOP00000046140,94.58,90.68,0.0363,0.3299,0.1099
XP_004834414.1,ENSRNOP00000016327,89.37,86.86,0.0559,0.5087,0.10989
