SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004842819.1,ENSCPOP00000006944,90.02,88.71,0.0485,0.5553,0.08735
XP_004874480.1,ENSCPOP00000013697,90.33,88.99,0.0482,0.5518,0.08735
XP_004851565.1,ENSCPOP00000001142,94.54,92.05,0.0292,0.3338,0.08734
XP_004870442.1,ENSCPOP00000000939,94.43,91.69,0.0298,0.3415,0.08725
XP_004837822.1,ENSCPOP00000010196,96.12,92.55,0.0214,0.2448,0.08724
XP_004874968.1,ENSCPOP00000018366,96.87,93.67,0.0188,0.2153,0.08723
XP_004837306.1,ENSCPOP00000000003,97.04,93.77,0.0173,0.1985,0.08722
XP_004852049.1,ENSCPOP00000019657,89.35,88.92,0.0563,0.6453,0.08721
XP_004843385.1,ENSCPOP00000008791,97.24,94.62,0.0149,0.1714,0.0872
XP_004862681.1,ENSCPOP00000000339,95.61,92.2,0.0222,0.2551,0.08718
XP_004865322.1,ENSCPOP00000016771,97.75,96.63,0.012,0.1374,0.08718
XP_004860761.1,ENSCPOP00000011385,93.26,91.58,0.0331,0.3796,0.08713
XP_004852082.1,ENSCPOP00000004067,95.21,92.39,0.0234,0.2684,0.08711
XP_004853139.1,ENSCPOP00000010324,94.44,91.33,0.0308,0.3542,0.08709
XP_004843197.1,ENSCPOP00000012895,93.3,92.78,0.0311,0.3567,0.08708
XP_004842159.1,ENSCPOP00000009428,96.88,95.21,0.0148,0.1704,0.08702
XP_004867021.1,ENSCPOP00000019288,89.85,85.46,0.0673,0.7737,0.08702
XP_004858719.1,ENSCPOP00000011229,95.46,92.44,0.0235,0.2696,0.08701
XP_004866075.1,ENSCPOP00000000131,91.18,89.8,0.0492,0.5658,0.08697
XP_004861105.1,ENSCPOP00000009353,92.56,89.86,0.0366,0.4209,0.08691
XP_004838758.1,ENSCPOP00000013586,96.24,93.46,0.0223,0.2567,0.0869
XP_004835538.1,ENSCPOP00000014456,91.04,89.73,0.0427,0.491,0.08689
XP_004852057.1,ENSCPOP00000012175,95.91,93.04,0.0205,0.2354,0.08687
XP_004838992.1,ENSCPOP00000005560,96.77,94.93,0.0149,0.1715,0.08686
XP_004848657.1,ENSCPOP00000019976,98.57,97.3,0.0069,0.0793,0.08685
XP_004839034.1,ENSCPOP00000000472,95.73,93.14,0.0216,0.249,0.08683
XP_004866880.1,ENSCPOP00000012340,91.22,92.75,0.036,0.4147,0.08682
XP_004859689.1,ENSCPOP00000017591,88.38,85.68,0.0725,0.8346,0.08682
XP_004874540.1,ENSCPOP00000006869,94.05,92.61,0.0271,0.3124,0.08681
XP_004867575.1,ENSCPOP00000006991,96.67,93.89,0.0205,0.2367,0.0868
XP_004868644.1,ENSCPOP00000000322,98.41,95.85,0.0121,0.1397,0.08679
XP_004851063.1,ENSCPOP00000019812,97.14,96.19,0.0124,0.1433,0.08679
XP_004875328.1,ENSCPOP00000001288,90.32,88.8,0.0469,0.541,0.08677
XP_004854112.1,ENSCPOP00000019994,94.22,91.49,0.0294,0.3384,0.08677
XP_004857319.1,ENSCPOP00000007582,93.74,91.27,0.0328,0.3781,0.08675
XP_004852366.1,ENSCPOP00000014275,95.66,93.33,0.0213,0.2458,0.08674
XP_004846547.1,ENSCPOP00000008899,96.16,93.6,0.0191,0.22,0.08672
XP_004864255.1,ENSCPOP00000017905,96.53,94.22,0.0189,0.2185,0.08671
XP_004849747.1,ENSCPOP00000000190,96.52,94.78,0.0159,0.1839,0.08669
XP_004873509.1,ENSCPOP00000017049,91.03,89.32,0.0489,0.5645,0.08666
XP_004851108.1,ENSCPOP00000010376,96.5,94.33,0.0166,0.1921,0.08665
XP_004853687.1,ENSCPOP00000012692,98.11,97.22,0.0085,0.0987,0.08664
XP_004845919.1,ENSCPOP00000009245,97.48,95.24,0.0123,0.1425,0.08663
XP_004845205.1,ENSCPOP00000015072,82.04,82.38,0.1063,1.2277,0.08661
XP_004853647.1,ENSCPOP00000013083,97.4,95.42,0.013,0.1501,0.08659
XP_004868614.1,ENSCPOP00000017761,93.44,90.2,0.0356,0.4112,0.08648
XP_004857058.1,ENSCPOP00000011987,97.16,94.63,0.0142,0.1641,0.08647
XP_004848754.1,ENSCPOP00000006136,95.29,91.94,0.0249,0.2882,0.08646
XP_004849478.1,ENSCPOP00000009317,95.98,94.01,0.0184,0.2131,0.08646
XP_004863352.1,ENSCPOP00000010147,96.08,93.81,0.0214,0.2471,0.08639
XP_004838071.1,ENSCPOP00000012078,97.24,94.77,0.0148,0.1711,0.08639
XP_004861166.1,ENSCPOP00000001612,96.32,94.04,0.0174,0.2013,0.08632
XP_004851289.1,ENSCPOP00000013784,94.54,92.3,0.0262,0.3041,0.08629
XP_004842523.1,ENSCPOP00000006677,90.96,88.87,0.0446,0.5174,0.08628
XP_004848415.1,ENSCPOP00000014008,94,90.81,0.0323,0.3745,0.08628
XP_004863124.1,ENSCPOP00000002963,96.7,93.37,0.0214,0.2478,0.08622
XP_004840919.1,ENSCPOP00000007123,88.85,87.61,0.0579,0.6718,0.08614
XP_004870967.1,ENSCPOP00000001951,95.63,92.16,0.0257,0.2981,0.08613
XP_004843807.1,ENSCPOP00000020685,89.95,89.84,0.048,0.5576,0.08609
XP_004853242.1,ENSCPOP00000005266,94.24,91.33,0.028,0.3255,0.08607
XP_004840481.1,ENSCPOP00000011285,94.94,92.12,0.0258,0.2995,0.08603
XP_004839680.1,ENSCPOP00000004317,93.75,90.1,0.0306,0.3561,0.08599
XP_004835442.1,ENSCPOP00000006501,87.41,87.08,0.062,0.7218,0.08596
XP_004869023.1,ENSCPOP00000011774,96.3,92.66,0.0216,0.2512,0.08594
XP_004857129.1,ENSCPOP00000001853,93.84,91.22,0.0328,0.3815,0.08593
XP_004840352.1,ENSCPOP00000001070,94.37,92.66,0.0265,0.3091,0.08586
XP_004850722.1,ENSCPOP00000009337,94.93,92.75,0.0234,0.2723,0.08585
XP_004874150.1,ENSCPOP00000012729,89.84,88.1,0.0515,0.5995,0.08585
XP_004855685.1,ENSCPOP00000003065,96.84,93.88,0.0171,0.1988,0.08583
XP_004851973.1,ENSCPOP00000006618,96.98,94.5,0.0156,0.1822,0.08578
XP_004852354.1,ENSCPOP00000002746,94.67,91.33,0.0317,0.3697,0.08577
XP_004854397.1,ENSCPOP00000008302,97.85,96.3,0.0101,0.1178,0.08576
XP_004863312.1,ENSCPOP00000009598,95.79,93.53,0.0198,0.231,0.08574
XP_004847733.1,ENSCPOP00000004552,96.89,94.01,0.0199,0.2326,0.08569
XP_004855149.1,ENSCPOP00000008818,95.78,93.14,0.0226,0.2637,0.08569
XP_004860114.1,ENSCPOP00000000105,97.89,96.77,0.0096,0.1118,0.08567
XP_004848584.1,ENSCPOP00000015507,97.42,95.91,0.0118,0.1373,0.08563
XP_004858100.1,ENSCPOP00000011466,95.35,93.25,0.0238,0.2782,0.08562
XP_004849998.1,ENSCPOP00000003186,96.29,94,0.0176,0.2056,0.08561
XP_004843491.1,ENSCPOP00000013137,95.74,93.21,0.0223,0.2613,0.08552
XP_004859420.1,ENSCPOP00000014777,86.58,87.46,0.0667,0.7811,0.08543
XP_004840869.1,ENSCPOP00000006194,95.88,92.25,0.0253,0.2962,0.08542
XP_004862367.1,ENSCPOP00000000785,97.12,95.37,0.0137,0.161,0.0854
XP_004848505.1,ENSCPOP00000000794,93.44,89.98,0.0345,0.4046,0.0854
XP_004845199.1,ENSCPOP00000003406,92.24,90.52,0.0348,0.4078,0.08539
XP_004842656.1,ENSCPOP00000009704,91,89.82,0.0419,0.4914,0.08536
XP_004835573.1,ENSCPOP00000006206,95.33,93.78,0.0217,0.254,0.08535
XP_004863479.1,ENSCPOP00000003934,97.54,95.7,0.0116,0.1364,0.08533
XP_004859448.1,ENSCPOP00000020730,97.35,95.58,0.0127,0.1483,0.08532
XP_004851989.1,ENSCPOP00000009045,93.47,92.83,0.0294,0.3442,0.08531
XP_004855048.1,ENSCPOP00000016480,91.53,89.34,0.0409,0.4789,0.08531
XP_004858775.1,ENSCPOP00000013441,96.66,93.65,0.017,0.1988,0.0853
XP_004852095.1,ENSCPOP00000007024,97.19,94.04,0.0171,0.2001,0.08526
XP_004841434.1,ENSCPOP00000008705,96.01,91.83,0.0297,0.3481,0.08524
XP_004859553.1,ENSCPOP00000009016,89.01,88.57,0.0543,0.6375,0.08524
XP_004846199.1,ENSCPOP00000012002,95.61,92.93,0.0216,0.2531,0.08524
XP_004860087.1,ENSCPOP00000012245,97.11,95.05,0.0161,0.1888,0.08524
XP_004858971.1,ENSCPOP00000013060,94.26,91.87,0.0276,0.3234,0.08524
XP_004839110.1,ENSCPOP00000006382,95.75,92.82,0.0212,0.249,0.08523
XP_004857888.1,ENSCPOP00000010445,97.14,95.23,0.0135,0.1586,0.08522
XP_004851972.1,ENSCPOP00000000532,94.27,91.12,0.0277,0.3246,0.0852
XP_004837180.1,ENSCPOP00000005894,97.63,95.76,0.0114,0.1339,0.0852
XP_004839529.1,ENSCPOP00000018868,94.89,94,0.0224,0.2632,0.0852
XP_004846011.1,ENSCPOP00000004306,94.62,91.6,0.0262,0.3082,0.08511
XP_004873327.1,ENSCPOP00000015078,90.16,88.43,0.047,0.5526,0.0851
XP_004851858.1,ENSCPOP00000013464,87.27,87.79,0.0615,0.7232,0.08508
XP_004840306.1,ENSCPOP00000011914,96.04,93.18,0.0205,0.2406,0.08507
XP_004849119.1,ENSCPOP00000019076,84.86,86.52,0.0839,0.9865,0.08506
XP_004843350.1,ENSCPOP00000002691,97.07,93.33,0.022,0.259,0.08504
XP_004864701.1,ENSCPOP00000007553,95.54,92.72,0.0221,0.2595,0.08502
XP_004863657.1,ENSCPOP00000013136,92.45,91.28,0.0346,0.4076,0.085
XP_004840421.1,ENSCPOP00000013125,92.31,90.38,0.0366,0.4314,0.08496
XP_004838319.1,ENSCPOP00000004353,97.38,96.01,0.0121,0.1419,0.08495
XP_004855532.1,ENSCPOP00000018626,93.24,90.29,0.0352,0.4147,0.08494
XP_004864865.1,ENSCPOP00000014104,98.31,96.99,0.0081,0.0956,0.08492
XP_004855529.1,ENSCPOP00000019570,95.25,92.7,0.0256,0.3013,0.08492
XP_004860380.1,ENSCPOP00000012571,95.67,93.07,0.0204,0.2401,0.08491
XP_004853536.1,ENSCPOP00000010289,94.12,92.5,0.0288,0.3399,0.08488
XP_004868877.1,ENSCPOP00000007473,94.52,91.91,0.026,0.306,0.08487
XP_004842915.1,ENSCPOP00000015584,96.38,93.93,0.019,0.2242,0.08481
XP_004853910.1,ENSCPOP00000014192,94.92,92.01,0.0246,0.29,0.08477
XP_004851172.1,ENSCPOP00000008856,95.05,91.83,0.0256,0.3022,0.08476
XP_004866275.1,ENSCPOP00000012395,94.16,91.12,0.035,0.4124,0.08476
XP_004857510.1,ENSCPOP00000003958,92.83,89.74,0.0376,0.4443,0.08472
XP_004838870.1,ENSCPOP00000012875,96.48,93.65,0.0181,0.2133,0.0847
XP_004862820.1,ENSCPOP00000000591,97.01,94.7,0.0169,0.1993,0.08469
XP_004845726.1,ENSCPOP00000020500,88,88.67,0.0566,0.668,0.08468
XP_004840887.1,ENSCPOP00000012103,95.22,93.06,0.0228,0.2694,0.08467
XP_004837756.1,ENSCPOP00000014033,93.55,90.46,0.0332,0.3924,0.08467
XP_004860639.1,ENSCPOP00000017253,92.13,90.82,0.0367,0.434,0.08467
XP_004875310.1,ENSCPOP00000009228,93.01,89.49,0.0372,0.44,0.08466
XP_004836232.1,ENSCPOP00000001221,96.5,94.5,0.0178,0.2107,0.08462
XP_004845698.1,ENSCPOP00000005305,94.51,91.41,0.029,0.3422,0.08461
XP_004835580.1,ENSCPOP00000008505,95.74,92.01,0.0261,0.3081,0.08461
XP_004852845.1,ENSCPOP00000008465,92.67,90.43,0.0359,0.4247,0.0846
XP_004851541.1,ENSCPOP00000010872,98.09,96.27,0.0099,0.1165,0.08459
XP_004851821.1,ENSCPOP00000003243,97.16,93.85,0.0164,0.1936,0.08452
XP_004849216.1,ENSCPOP00000003683,94.61,91.88,0.0261,0.3089,0.08452
XP_004843468.1,ENSCPOP00000013070,96.72,93.51,0.022,0.2598,0.08452
XP_004838248.1,ENSCPOP00000013548,96.88,93.64,0.0183,0.2168,0.08442
XP_004855650.1,ENSCPOP00000000870,98.21,96.43,0.0096,0.1132,0.0844
XP_004851131.1,ENSCPOP00000004046,97.24,92.54,0.0221,0.2617,0.0844
XP_004836894.1,ENSCPOP00000007568,91.64,89.76,0.041,0.4863,0.08438
XP_004875344.1,ENSCPOP00000009081,91.47,88.11,0.0484,0.574,0.08437
XP_004845955.1,ENSCPOP00000002430,88.52,85.89,0.0714,0.8473,0.08433
XP_004874344.1,ENSCPOP00000011355,85.15,85.15,0.0782,0.9278,0.08433
XP_004848640.1,ENSCPOP00000000637,95.07,93.22,0.0244,0.2893,0.08432
XP_004836672.1,ENSCPOP00000004363,94.48,92.54,0.0258,0.3055,0.08429
XP_004835196.1,ENSCPOP00000007504,94,91.47,0.0281,0.3335,0.08424
XP_004842537.1,ENSCPOP00000014581,88.84,89,0.0541,0.6428,0.08418
XP_004844999.1,ENSCPOP00000009119,91.03,87.36,0.0474,0.5628,0.08416
XP_004873197.1,ENSCPOP00000015401,93.58,89.66,0.0395,0.4694,0.08416
XP_004864025.1,ENSCPOP00000006321,96.19,92.48,0.0247,0.2933,0.08412
XP_004859304.1,ENSCPOP00000002365,91.55,90.67,0.0405,0.481,0.08411
XP_004873183.1,ENSCPOP00000018256,89.29,89.46,0.0532,0.6325,0.0841
XP_004843400.1,ENSCPOP00000000311,95.61,92.98,0.0238,0.2826,0.08409
XP_004852729.1,ENSCPOP00000007487,93.33,91.38,0.0308,0.3666,0.08409
XP_004850890.1,ENSCPOP00000005847,97.01,93.81,0.0187,0.2228,0.08408
XP_004875180.1,ENSCPOP00000016152,90.05,89.87,0.0498,0.5924,0.08408
XP_004853979.1,ENSCPOP00000016526,96.56,93.25,0.018,0.2145,0.08407
XP_004846261.1,ENSCPOP00000005634,92.39,90.94,0.0354,0.4211,0.08406
XP_004870413.1,ENSCPOP00000003100,97.69,95.72,0.013,0.1549,0.08403
XP_004853324.1,ENSCPOP00000006905,88.41,87.66,0.0555,0.661,0.08401
XP_004857699.1,ENSCPOP00000003021,96.62,95.01,0.0158,0.1885,0.08394
XP_004867687.1,ENSCPOP00000002724,94.98,91.76,0.0269,0.3205,0.08389
XP_004848563.1,ENSCPOP00000013545,96.33,95.22,0.016,0.1906,0.08388
XP_004858689.1,ENSCPOP00000001054,95.36,93.05,0.0232,0.2773,0.08384
XP_004847147.1,ENSCPOP00000013885,90.51,86.05,0.0519,0.6186,0.08384
XP_004870513.1,ENSCPOP00000004479,91.71,89.59,0.0395,0.4718,0.0838
XP_004867813.1,ENSCPOP00000012108,94.95,91.75,0.0261,0.3117,0.08378
XP_004872501.1,ENSCPOP00000015511,89.81,87.47,0.0474,0.5658,0.08377
XP_004866781.1,ENSCPOP00000010344,92.49,90.12,0.036,0.4296,0.08369
XP_004844309.1,ENSCPOP00000005491,96.35,93.66,0.0182,0.2175,0.08367
XP_004838705.1,ENSCPOP00000008779,98.35,96.79,0.0081,0.0966,0.08366
XP_004860394.1,ENSCPOP00000010662,96.43,92.91,0.0184,0.2202,0.08366
XP_004856578.1,ENSCPOP00000007190,91.87,87.59,0.0406,0.4849,0.08365
XP_004856633.1,ENSCPOP00000009946,94.74,92.54,0.0239,0.2856,0.08364
XP_004846242.1,ENSCPOP00000005425,93.28,91.54,0.0341,0.4073,0.0836
XP_004852142.1,ENSCPOP00000007776,94.51,93.59,0.0286,0.342,0.08359
XP_004842877.1,ENSCPOP00000012523,94.03,90.67,0.029,0.3465,0.08359
XP_004855818.1,ENSCPOP00000011590,91.35,91,0.0399,0.4773,0.08358
XP_004862549.1,ENSCPOP00000005127,98.04,96.98,0.0088,0.105,0.08356
XP_004846698.1,ENSCPOP00000019050,92.32,91.3,0.0364,0.4357,0.08356
XP_004841706.1,ENSCPOP00000010506,92.66,91.05,0.035,0.4194,0.08349
XP_004843256.1,ENSCPOP00000007598,94.42,93.16,0.0256,0.307,0.08347
XP_004870562.1,ENSCPOP00000011516,94.26,90.97,0.0301,0.361,0.08346
XP_004849699.1,ENSCPOP00000013821,95.29,92.87,0.022,0.2637,0.08344
XP_004862974.1,ENSCPOP00000002802,95.48,92.36,0.0224,0.2683,0.08343
XP_004853880.1,ENSCPOP00000011335,96.78,94.03,0.0165,0.1975,0.08342
XP_004872165.1,ENSCPOP00000001415,93.21,91.2,0.0317,0.3806,0.08336
XP_004866705.1,ENSCPOP00000020131,90.51,88.17,0.0552,0.6623,0.08334
XP_004874455.1,ENSCPOP00000018396,85.71,87.1,0.0726,0.8713,0.08333
XP_004834330.1,ENSCPOP00000010497,94.13,92.76,0.0259,0.311,0.08328
XP_004853045.1,ENSCPOP00000010452,97.09,94.73,0.0149,0.1794,0.08325
XP_004870123.1,ENSCPOP00000014317,92.16,91.29,0.0403,0.4844,0.08325
XP_004843137.1,ENSCPOP00000017483,94.19,90.97,0.0289,0.3469,0.08324
XP_004856865.1,ENSCPOP00000018262,93.9,93.9,0.0257,0.3084,0.08324
XP_004873652.1,ENSCPOP00000011705,93.99,91.01,0.0316,0.3801,0.08322
XP_004837949.1,ENSCPOP00000000832,97.81,95.37,0.013,0.1559,0.0832
XP_004852749.1,ENSCPOP00000007824,96.37,92.66,0.0214,0.2578,0.08316
XP_004854637.1,ENSCPOP00000012373,96.37,94.16,0.0176,0.2118,0.08316
XP_004835258.1,ENSCPOP00000015123,79.78,83.8,0.0995,1.1981,0.08302
XP_004868749.1,ENSCPOP00000003303,96.12,92.69,0.0211,0.2548,0.08299
XP_004874512.1,ENSCPOP00000020098,95.42,92.17,0.0235,0.283,0.08296
XP_004864490.1,ENSCPOP00000006048,96.94,94.52,0.0149,0.1794,0.08294
XP_004842697.1,ENSCPOP00000002810,92.61,89.72,0.0373,0.4497,0.08292
XP_004846431.1,ENSCPOP00000009981,98.24,95.39,0.0129,0.1553,0.08291
XP_004839817.1,ENSCPOP00000000482,91.77,88.34,0.0424,0.5109,0.0829
XP_004849071.1,ENSCPOP00000021171,88.28,87.03,0.0627,0.7564,0.08289
XP_004861305.1,ENSCPOP00000011559,96.03,92.99,0.0194,0.2336,0.08286
XP_004849376.1,ENSCPOP00000008140,92.52,91.48,0.0348,0.4201,0.08283
XP_004855070.1,ENSCPOP00000011103,91.74,88.98,0.0404,0.4881,0.08276
XP_004859636.1,ENSCPOP00000006554,88.62,88.96,0.0546,0.6604,0.08274
XP_004839561.1,ENSCPOP00000010215,96.69,95.71,0.0143,0.1726,0.08274
XP_004874409.1,ENSCPOP00000008951,91.52,87.95,0.0443,0.5356,0.08271
XP_004845812.1,ENSCPOP00000006831,97.25,95.78,0.0124,0.1503,0.0827
XP_004873659.1,ENSCPOP00000007135,97.4,94.24,0.0181,0.2184,0.08269
XP_004858819.1,ENSCPOP00000009696,96.71,95.11,0.0149,0.1798,0.08268
XP_004863680.1,ENSCPOP00000007073,95.65,91.78,0.0257,0.3109,0.08264
XP_004845187.1,ENSCPOP00000009483,84.36,87.41,0.0748,0.9058,0.08262
XP_004853233.1,ENSCPOP00000009871,94.43,91.39,0.0276,0.3336,0.08259
XP_004868876.1,ENSCPOP00000003820,94.56,92.4,0.0253,0.3065,0.08258
XP_004849780.1,ENSCPOP00000006901,96.99,93.72,0.0206,0.2491,0.08258
XP_004873335.1,ENSCPOP00000009336,87.62,85.45,0.0664,0.8038,0.08257
XP_004873434.1,ENSCPOP00000015937,88.64,86.93,0.0615,0.7443,0.08257
XP_004837992.1,ENSCPOP00000008092,96.57,94.04,0.0172,0.2089,0.08256
XP_004854923.1,ENSCPOP00000018190,90.1,87.42,0.052,0.6299,0.08256
XP_004835488.1,ENSCPOP00000003125,96.39,93.3,0.0196,0.2372,0.08254
XP_004852287.1,ENSCPOP00000010075,95.82,93.11,0.0209,0.2527,0.08252
XP_004875202.1,ENSCPOP00000017976,85.02,87.22,0.0677,0.8207,0.08251
XP_004866120.1,ENSCPOP00000011364,87.48,86.11,0.0759,0.9206,0.08244
XP_004845284.1,ENSCPOP00000002866,97.28,94.6,0.0164,0.1992,0.08241
XP_004864675.1,ENSCPOP00000010995,95.86,94,0.0196,0.2373,0.0824
XP_004869435.1,ENSCPOP00000000819,95.07,91.85,0.0253,0.3069,0.08239
XP_004869282.1,ENSCPOP00000009609,93.83,92.42,0.0286,0.3477,0.08239
XP_004845027.1,ENSCPOP00000007708,95.27,92.79,0.0218,0.2647,0.08234
XP_004869534.1,ENSCPOP00000015552,93.44,90.44,0.0305,0.3705,0.08233
XP_004839474.1,ENSCPOP00000008742,95.53,92.2,0.022,0.2679,0.08231
XP_004852119.1,ENSCPOP00000014190,95.12,91.77,0.0256,0.3114,0.0823
XP_004840527.1,ENSCPOP00000019397,90.22,88.77,0.0469,0.5698,0.0823
XP_004864996.1,ENSCPOP00000013421,97.92,93.75,0.0157,0.1906,0.08229
XP_004857545.1,ENSCPOP00000002970,91.15,88.99,0.0429,0.5222,0.08223
XP_004859246.1,ENSCPOP00000019373,85.65,86.42,0.0714,0.869,0.0822
XP_004834521.1,ENSCPOP00000008268,96.98,94.11,0.0156,0.1896,0.08219
XP_004864864.1,ENSCPOP00000002778,97.44,94.87,0.0128,0.1557,0.08218
XP_004835510.1,ENSCPOP00000009504,94.84,90.82,0.0285,0.3472,0.08217
XP_004871480.1,ENSCPOP00000017436,91.61,88.93,0.0422,0.5136,0.08214
XP_004836216.1,ENSCPOP00000014550,94.18,90.12,0.0316,0.3842,0.08213
XP_004839321.1,ENSCPOP00000007913,97.79,96.25,0.0103,0.1256,0.08212
XP_004840185.1,ENSCPOP00000007696,96.61,93.37,0.0183,0.2225,0.08211
XP_004841522.1,ENSCPOP00000008552,94.87,91.65,0.0261,0.3177,0.08209
XP_004860137.1,ENSCPOP00000001227,96.01,93.35,0.0201,0.245,0.08207
XP_004867459.1,ENSCPOP00000002479,92.58,89.22,0.0388,0.4727,0.08204
XP_004842481.1,ENSCPOP00000007040,90.23,89.85,0.0452,0.5505,0.08203
XP_004856299.1,ENSCPOP00000016814,89.31,89.94,0.049,0.5971,0.08202
XP_004871479.1,ENSCPOP00000008484,94.12,89.22,0.0397,0.4843,0.08196
XP_004836065.1,ENSCPOP00000003633,90.33,87.96,0.049,0.5982,0.08195
XP_004845823.1,ENSCPOP00000000666,96.35,94.19,0.0169,0.206,0.08191
XP_004858638.1,ENSCPOP00000016277,98.91,96.92,0.0078,0.0951,0.0819
XP_004851485.1,ENSCPOP00000005818,97.49,95.3,0.0146,0.1777,0.08189
XP_004835636.1,ENSCPOP00000009593,97.36,95.85,0.0122,0.1489,0.08185
XP_004842499.1,ENSCPOP00000010846,89.43,88.18,0.0503,0.6142,0.08184
XP_004861180.1,ENSCPOP00000009741,97.12,95.66,0.0134,0.1635,0.08183
XP_004848190.1,ENSCPOP00000011772,96.43,93.56,0.0177,0.2171,0.08174
XP_004846456.1,ENSCPOP00000009237,92.42,91.45,0.0348,0.4262,0.08173
XP_004835528.1,ENSCPOP00000016287,92.02,90.39,0.0376,0.4604,0.08173
XP_004844631.1,ENSCPOP00000001555,97.65,95.53,0.0125,0.1528,0.08168
XP_004875124.1,ENSCPOP00000003857,96.51,93.84,0.0173,0.2115,0.08166
XP_004857761.1,ENSCPOP00000000031,95.72,93.39,0.0207,0.2541,0.08162
XP_004860615.1,ENSCPOP00000004460,93.99,90.46,0.0303,0.3717,0.08162
XP_004863887.1,ENSCPOP00000015636,87.9,88.07,0.0575,0.705,0.0816
XP_004865059.1,ENSCPOP00000013028,97.17,94.86,0.0135,0.1655,0.08157
XP_004854692.1,ENSCPOP00000012608,97.35,95.5,0.0133,0.1629,0.08156
XP_004842254.1,ENSCPOP00000017340,96.55,93,0.0199,0.244,0.08156
XP_004868645.1,ENSCPOP00000010049,95.36,93.84,0.0212,0.2603,0.08154
XP_004855250.1,ENSCPOP00000011729,97.32,95.53,0.0124,0.152,0.08154
XP_004860584.1,ENSCPOP00000020507,92.58,90.76,0.0351,0.431,0.08151
XP_004837954.1,ENSCPOP00000009363,97.66,95.31,0.0117,0.1436,0.08149
XP_004862778.1,ENSCPOP00000011883,97.61,94.33,0.0152,0.1867,0.08148
XP_004849739.1,ENSCPOP00000017907,95.31,94.58,0.0199,0.2443,0.08146
XP_004839193.1,ENSCPOP00000004877,95.79,92.56,0.0204,0.2512,0.08133
XP_004872370.1,ENSCPOP00000000911,92.69,89.75,0.0351,0.4316,0.0813
XP_004843745.1,ENSCPOP00000014787,97.54,95.17,0.0151,0.1863,0.0813
XP_004835481.1,ENSCPOP00000006681,98.15,94.55,0.0143,0.1756,0.08127
XP_004845312.1,ENSCPOP00000001220,96.72,94.81,0.015,0.185,0.08121
XP_004850823.1,ENSCPOP00000009041,95.96,92.48,0.0211,0.2598,0.0812
XP_004853245.1,ENSCPOP00000011512,91.87,88.28,0.0416,0.5125,0.08118
XP_004869538.1,ENSCPOP00000007991,93.43,90.97,0.0326,0.402,0.08116
XP_004856546.1,ENSCPOP00000000292,97.46,95.4,0.0121,0.149,0.08113
XP_004873042.1,ENSCPOP00000007284,97.77,95.7,0.0112,0.1384,0.08112
XP_004848552.1,ENSCPOP00000001260,98.68,97.36,0.0065,0.0801,0.08111
XP_004837687.1,ENSCPOP00000009195,96.08,93.05,0.0233,0.2873,0.08111
XP_004872637.1,ENSCPOP00000013749,97.92,95.9,0.0102,0.1253,0.08109
XP_004875034.1,ENSCPOP00000012795,92.86,88.55,0.0408,0.5028,0.08108
XP_004860685.1,ENSCPOP00000014814,94.35,90.05,0.032,0.3952,0.08108
XP_004854704.1,ENSCPOP00000000412,95.81,92.71,0.021,0.2591,0.08106
XP_004857863.1,ENSCPOP00000003954,97.08,95.54,0.0132,0.1625,0.08102
XP_004841995.1,ENSCPOP00000005684,92.31,89.01,0.0424,0.5228,0.08101
XP_004835129.1,ENSCPOP00000005089,92.82,89.85,0.0342,0.4227,0.081
XP_004859546.1,ENSCPOP00000018113,84.13,86.47,0.0777,0.9588,0.081
XP_004862190.1,ENSCPOP00000010554,94.5,91.84,0.0287,0.3538,0.08099
XP_004855641.1,ENSCPOP00000006561,93.2,92.56,0.0306,0.3785,0.08093
XP_004869196.1,ENSCPOP00000006873,97.34,95.04,0.0138,0.171,0.08093
XP_004860874.1,ENSCPOP00000004929,93.72,91.1,0.0352,0.4353,0.08091
XP_004865343.1,ENSCPOP00000005045,96.73,94.79,0.0161,0.1996,0.0809
XP_004836174.1,ENSCPOP00000004159,98,96.73,0.0091,0.1128,0.08089
XP_004834260.1,ENSCPOP00000014375,95.6,92.35,0.0222,0.2741,0.08086
XP_004869097.1,ENSCPOP00000000780,96.66,94.35,0.0162,0.2004,0.08085
XP_004859097.1,ENSCPOP00000006038,94.31,91.86,0.0288,0.3568,0.08083
XP_004858541.1,ENSCPOP00000012149,87.77,87.35,0.059,0.7306,0.08079
XP_004861998.1,ENSCPOP00000019077,94.87,92.04,0.0263,0.3253,0.08079
XP_004841305.1,ENSCPOP00000002966,97.73,96.4,0.0103,0.1278,0.08072
XP_004862211.1,ENSCPOP00000010636,94.97,92.92,0.023,0.2847,0.08067
XP_004847777.1,ENSCPOP00000013132,93.39,91.52,0.0303,0.3762,0.08067
XP_004856553.1,ENSCPOP00000006937,97.28,95.47,0.0126,0.1564,0.08066
XP_004857666.1,ENSCPOP00000012221,98.34,95.71,0.0122,0.1507,0.08066
XP_004849467.1,ENSCPOP00000008812,98.07,96.43,0.0096,0.1195,0.08063
XP_004852959.1,ENSCPOP00000005160,96.15,93.67,0.0193,0.2389,0.0806
XP_004834493.1,ENSCPOP00000008840,96.75,95.5,0.0143,0.1769,0.08058
